row_idx,smiles,solvent,peakwavs_max
13813,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCC,367.0
13734,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1CCCCC1,322.0
13735,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1CCOC1,327.0
13736,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1COCCO1,325.0
13737,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC#N,328.0
13738,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC(C)CO,323.0
13739,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC(C)O,324.0
13740,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCC,318.0
13741,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCC,320.0
13742,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCCCO,329.0
13743,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCCO,325.0
13744,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCO,321.0
13745,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCO,331.0
13746,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCOC(C)=O,326.0
13747,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCO,328.0
13748,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCO,327.0
13749,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCOC(C)=O,321.0
13750,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCOCC,327.0
13751,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CN(C)C=O,329.0
13752,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CO,328.0
13753,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CS(C)=O,329.0
13754,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,Cc1ccccc1,324.0
13755,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,ClC(Cl)Cl,328.0
13756,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,ClCCl,325.0
13757,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,N#Cc1ccccc1,344.0
13758,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,OCCO,328.0
13759,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,c1ccccc1,328.0
13814,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCCO,355.0
13829,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,OCCO,349.0
13819,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCO,351.0
13824,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CS(C)=O,373.0
13825,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,Cc1ccccc1,381.0
13675,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1CCCCC1,348.0
13676,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1COCCO1,341.0
13677,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC#N,350.0
13678,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)=O,342.0
13679,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)CO,344.0
13680,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)O,344.0
13681,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCC,341.0
13682,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCC,346.0
13683,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCO,346.0
13684,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCOC(C)=O,346.0
13685,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCO,345.0
13686,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOC(C)=O,340.0
13687,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOCC,345.0
13688,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CN(C)C=O,345.0
13689,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CO,342.0
13690,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CS(C)=O,348.0
13691,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,Cc1ccccc1,342.0
13692,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,ClC(Cl)Cl,343.0
13693,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,N#Cc1ccccc1,341.0
13694,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,c1ccccc1,345.0
13815,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCO,354.0
13816,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCO,355.0
13817,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCO,353.0
13818,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCOC(C)=O,367.0
13805,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCCCC1,353.0
13820,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCO,350.0
13821,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCOCC,363.0
13822,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CN(C)C=O,349.0
13823,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CO,348.0
13806,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCOC1,355.0
13812,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCC,355.0
13826,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClC(Cl)Cl,356.0
13827,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClCCl,356.0
13828,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,N#Cc1ccccc1,357.0
13807,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1COCCO1,367.0
13830,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,c1ccccc1,366.0
5613,CN(C)c1ccc(-c2nc3cc(C(F)(F)F)ccc3n2-c2ccccc2)cc1,CC#N,332.0
5614,CN(C)c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,CC#N,325.0
8801,COc1ccc2c(c1)nc(-c1ccccc1)n2-c1ccccc1,CC#N,268.0
5633,CN(C)c1ccc(-n2c(-c3ccc(C#N)cc3)nc3ccccc32)cc1,CC#N,308.0
10692,Clc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,CC#N,295.0
9255,C[Si](C)(C)c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,ClCCl,301.0
1755,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,C1CCOC1,281.0
1756,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,Cc1ccccc1,301.0
1757,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,ClC(Cl)Cl,287.0
3349,CCCCCCc1ccc(/C=C/c2ccc(CCCCCC)s2)s1,Cc1ccccc1,356.0
5169,CCc1ccc(C2=[N+]3C(=Cc4c5ccc(OC)cc5c(-c5ccc(CC)s5)n4[B-]3(F)F)c3ccc(OC)cc32)s1,ClCCl,727.0
9740,Cc1cc(O)c(C(=O)/C=C/c2ccccc2)c(=O)o1,CC#N,356.0
9741,Cc1cc(O)c(C(=O)/C=C/c2ccccc2)c(=O)o1,ClCCl,358.0
9742,Cc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(=O)o1,CC#N,353.0
9743,Cc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(=O)o1,ClCCl,355.0
9744,Cc1cc(O)c(C(=O)/C=C/c2ccccc2O)c(=O)o1,CC#N,359.0
9745,Cc1cc(O)c(C(=O)/C=C/c2ccccc2O)c(=O)o1,ClCCl,360.0
9746,Cc1cc(O)c(C(=O)/C=C/c2ccccc2[N+](=O)[O-])c(=O)o1,CC#N,352.0
9747,Cc1cc(O)c(C(=O)/C=C/c2ccccc2[N+](=O)[O-])c(=O)o1,ClCCl,365.0
8980,COc1cccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)c1,CC#N,373.0
8981,COc1cccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)c1,ClCCl,377.0
3935,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CC#N,476.0
3936,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCCO,468.0
3937,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCO,488.0
3938,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCOC(C)=O,472.0
3939,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,Cc1ccccc1,471.0
3940,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,ClCCl,480.0
8185,COc1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CC#N,380.0
8186,COc1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,ClCCl,384.0
9728,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(=O)o1,CC#N,357.0
9729,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(=O)o1,ClCCl,360.0
9730,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2Cl)c(=O)o1,CC#N,349.0
9731,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2Cl)c(=O)o1,ClCCl,350.0
9732,Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,CC#N,463.0
9733,Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,ClCCl,469.0
9734,Cc1cc(O)c(C(=O)/C=C/c2ccc(O)c(O)c2)c(=O)o1,CC#N,390.0
9735,Cc1cc(O)c(C(=O)/C=C/c2ccc(O)c(O)c2)c(=O)o1,ClCCl,387.0
9736,Cc1cc(O)c(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)o1,CC#N,358.0
9737,Cc1cc(O)c(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)o1,ClCCl,361.0
9738,Cc1cc(O)c(C(=O)/C=C/c2cccc(O)c2)c(=O)o1,CC#N,367.0
9739,Cc1cc(O)c(C(=O)/C=C/c2cccc(O)c2)c(=O)o1,ClCCl,374.0
13696,Oc1ccc(Br)cc1-c1nc2ncccc2o1,CO,341.0
3930,CCN(CC)c1ccc(-c2nc3ncccc3o2)c(O)c1,CO,379.0
8647,COc1ccc(O)c(-c2nc3ncccc3o2)c1,CO,362.0
8104,COc1ccc(-c2nc3ncccc3o2)c(O)c1,CO,332.0
13776,Oc1ccccc1-c1nc2ncccc2o1,CO,328.0
3283,CCCCCCOc1cc(N(CC)CC)ccc1/C=C(\C#N)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c(c2)c2ccccc2n3CC)s1,ClCCl,570.0
9436,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,ClC(Cl)Cl,313.0
9433,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,341.0
9434,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,317.0
9435,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,341.0
10583,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,476.0
10584,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,470.0
10585,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,477.0
10586,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,479.0
10587,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,445.0
8322,COc1ccc(C#Cc2c3cc4cc(C)sc4cc3c(C#Cc3ccc(OC)cc3)c3cc4cc(C)sc4cc23)cc1,ClCCl,573.0
3692,CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc3c(c2)S(=O)(=O)c2cc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)ccc2-3)cc1,Cc1ccccc1,428.0
3693,CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc3c(c2)S(=O)(=O)c2cc(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)ccc2-3)cc1,ClC(Cl)Cl,436.0
9494,Cc1cc(=O)cc(-c2ccc(-c3nc4ccccn4c3NC3CCCCC3)cc2)o1,ClCCl,357.0
12427,O=C(c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cn1,Cc1ccccc1,345.0
3597,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555.0
3598,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CCO,543.0
3599,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,562.0
3600,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,558.0
4033,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,551.0
4034,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,556.0
4035,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,554.0
4036,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0
4037,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,548.0
4038,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,552.0
4039,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,552.0
4040,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,562.0
4051,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,555.0
4052,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,539.0
4053,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,560.0
4054,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0
6263,CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,538.0
6264,CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,549.0
6265,CN(C)c1ccc2c(-c3cc(N)ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,542.0
6266,CN(C)c1ccc2c(-c3cc(N)ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,544.0
6267,CN(C)c1ccc2c(-c3ccc(Br)cc3)c3ccc(=[N+](C)C)cc-3oc2c1,CCO,556.0
6268,CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,540.0
6269,CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,548.0
6270,CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,533.0
6271,CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,544.0
3251,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,388.0
3245,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389.0
3247,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389.0
474,C=CCN(CC=C)c1ccc(-c2cc(-c3ccc(N(CC=C)CC=C)cc3)cc(-c3ccc(N(CC=C)CC=C)cc3)c2)cc1,ClCCl,315.8536585
14136,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,C1COCCO1,250.0
14426,c1ccc(CO[Si]23n4c5c6ccccc6c4/N=C4\N=C(/N=c6/c7ccccc7c(n62)=c2c6ccccc6c(n23)=N5)c2ccccc24)cc1,CN(C)C=O,658.0
413,C1=C2C3=C(C4=[N+]2[B-]2(Oc5ccccc54)Oc4ccccc4-c4c5c(c1n42)C1CCC5CC1)C1CCC3CC1,ClCCl,626.0
3323,CCCCCCc1cc2c(=S)c3cc(CCCCCC)cc4c(=S)c5cc(CCCCCC)cc6c(=S)c(c1)c2n(c34)c65,ClCCl,572.0
1312,CC(C)[Si](C#Cc1cc2c(=S)c3cc(C#C[Si](C(C)C)(C(C)C)C(C)C)cc4c(=S)c5cc(C#C[Si](C(C)C)(C(C)C)C(C)C)cc6c(=S)c(c1)c2n(c34)c65)(C(C)C)C(C)C,ClCCl,577.0
1774,CC1=C(C#Cc2ccccc2)C2=Cc3c(C#Cc4ccccc4)c(C)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,570.0
4760,CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,361.0
4761,CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,361.0
13141,O=P1(c2ccccc2)c2cccc3c4c5ccccc5c5ccccc5c4c4ccc1n4c23,ClCCl,425.0
10948,F[B-]1(F)OC(c2ccc(N3CCCC3)cc2)=Cc2cccc[n+]21,ClC(Cl)Cl,438.0
1119,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(N(c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,349.0
13148,O=P1(c2ccccc2)c2ccccc2-n2cccc21,ClCCl,290.0
14597,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc21,ClC(Cl)Cl,364.0
11421,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClC(Cl)Cl,506.0
10265,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,521.0
8594,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,525.0
2178,CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,599.0
2119,CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,598.5
2120,CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,601.5
2132,CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,604.5
2133,CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,604.5
2177,CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,595.0
10202,Cc1ccc(C2=C3C=CC4=[N+]3[B-](F)(F)n3c2ccc3-c2ccc([nH]2)/C(c2ccc(C)cc2)=c2/cc/c(o2)=C(\c2ccc(C)cc2)c2ccc4[nH]2)cc1,ClC(Cl)Cl,703.0
4958,CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3cc4c(-c5ccccc5C(=O)O)c5ccc(=[N+](CC)CC)cc-5oc4cc3oc-2c1,ClC(Cl)Cl,598.0
11604,N#Cc1c(N2CCCCC2)cc(-c2ccccc2)c2c1-c1ccccc1C2,C1CCOC1,360.0
9850,Cc1cc2oc3ccccc3c2c2[nH]c3ccccc3c12,ClCCl,337.0
10985,F[B-]1(F)Oc2ccccc2-c2cnc3ccccc3[n+]21,Cc1ccccc1,407.0
11570,N#Cc1c(-n2nnc3c2CCC2C(CC3)[C@@H]2CO)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,287.0
2616,CCC1=C(C2=C(C3=C(CC)S(=O)(=O)c4ccccc43)C(F)(F)C(F)(F)C2(F)F)c2ccccc2S1(=O)=O,C1COCCO1,310.0
6293,CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2C#Cc1ccccc1,CO,677.0
6294,CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2C#Cc1ccccc1,O,680.0
2565,CCC1=C(C)C2=Cc3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,CO,513.0
2566,CCC1=C(C)C2=Cc3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,501.0
2567,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,542.0
2568,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CC(C)=O,524.5
2569,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CCO,529.0
2570,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,528.0
2571,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CO,526.5
2572,CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,520.0
2573,CCC1=C(C)C2=Cc3cc(I)cn3[B-](F)(F)[N+]2=C1C,C1CCCCC1,528.0
