row_idx,smiles,solvent,peakwavs_max
6,C(=C/c1nc2ccccc2s1)\c1ccc(Cn2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(Cc6ccc(/C=C/c7nc8ccccc8s7)cc6)nn5)cc4)cc3)nn2)cc1,CN(C)C=O,344.0
184,CCC1(CC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)n4C)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,462.0
587,CCCCCCN1c2ccc(C=C(C#N)C(=O)O)cc2Sc2cc(N(c3ccc(C(C)(C)c4ccccc4)cc3)c3ccc(C(C)(C)c4ccccc4)cc3)ccc21,ClCCl,478.0
1353,Cc1ccc(N2c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3[C@@H]3CCC[C@H]32)cc1,C1CCOC1,492.0
941,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(/C=C4/N(CCOC(=O)CCC(=O)Oc5ccc6c(=C(C#N)C#N)c7cc(O)ccc7c(=C(C#N)C#N)c6c5)c5ccccc5C4(C)C)cc3)C2[O-])cc1,ClC(Cl)Cl,637.0
1531,N#C/C(=C\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)C(=O)O,CCO,386.0
120,CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(-c2cccc(-c4ccc(C(=O)O)cc4)c2)c(=O)oc31,CC#N,414.0
76,CC(C)CCOc1ccc(N2c3ccccc3Sc3cc(/C=C/c4nc5ccc(C(=O)O)cc5nc4/C=C/c4ccc5c(c4)Sc4ccccc4N5c4ccc(OCCC(C)C)cc4)ccc32)cc1,ClC(Cl)Cl,477.0
261,CCCCC(CC)Cn1nc2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3c2n1,C1CCOC1,434.0
1261,COc1ccc(N2c3ccc(/C=C(\C#N)C(=O)O)cc3Oc3cc(/C=C(\C#N)C(=O)O)ccc32)cc1,C1CCOC1,498.0
573,CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc4c(c3)c3ccccc3n4CCCCCC)ccc21,ClCCl,473.0
1225,COc1c(/C=C(/C#N)C(=O)O)sc(/C=N/N(c2ccccc2)c2ccccc2)c1OC,C1CCOC1,479.0
1652,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccc(-c4ccc(N(c5ccc6c(c5)OCCO6)c5ccc6c(c5)OCCO6)cc4)s3)s2)SC1=S,ClCCl,526.0
1544,N#C/C(=C\c1ccc(N(c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(/C=C/C(=O)O)cc2)cc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,576.0
712,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)cc3)cc2)cc1,C1CCOC1,405.0
1406,N#C/C(=C\C1=C2OC(c3ccccc3)=CC(c3ccccc3)=C2CCC1)C(=O)O,ClCCl,549.0
242,CCCCC(CC)COc1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)ccc32)cc1,C1CCOC1,476.0
300,CCCCCCC(CCCC)COc1ccc(N(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc3c4ccc(C#Cc5ccc(C=C(C#N)C(=O)O)cc5)c5cccc(c6cccc2c63)c54)cc1,C1CCOC1,528.0
534,CCCCCCCCn1nc2c(-c3ccc(C(=O)O)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3cccc4c3C3C5CCC(C5)C3N4c3ccccc3)c2n1,ClCCl,685.0
1217,CN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)ccc21,C1CCOC1,437.0
462,CCCCCCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)cc3)c3ccc(-c4ncc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)cc3)cc2)c(OCCCCCCCC)c1,ClCCl,541.0
937,CCCCCc1nc2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(-c5ccc6c(c5)C5CCCC5N6c5ccc(C)cc5)c5nsnc45)cc3c2nc1CCCCC,ClC(Cl)Cl,547.0
1469,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(C4=CC=CCC4)c4ccccc4)cc3)s2)s1)C(=O)O,C1CCOC1,473.0
356,CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccccc4c4ccccc43)ccc21,ClCCl,478.0
1118,CCN(CCC(=O)O)c1ccc(/C=C/C2=[N+](C)C3=C(C4C=CC=CC4C=C3)C2(C)C)cc1,CCO,577.0
568,CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(C=C(c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccc(N5c6ccccc6Sc6ccccc65)cc4)cc3)ccc21,ClCCl,466.0
177,CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc21,CCO,468.0
743,CCCCCCOc1ccc(N2c3ccc(-c4cc5sc(/C=C(\C#N)C(=O)O)c(CCC)c5s4)cc3C3CCCC32)cc1,ClCCl,495.0
34,CC(C)(C)c1ccc(-c2ccc(N(c3ccc(/C=C/c4ccc(-c5ccc(/C=C(/C#N)C(=O)O)s5)s4)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,CCO,441.0
80,CC(C)c1cccc(C(C)C)c1-n1c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc(/C=C(\C#N)C(=O)O)c1-c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,C1CCOC1,418.0
1221,COCC1COc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(C=C(C#N)C(=O)O)c2O1,ClC(Cl)Cl,491.0
363,CCCCCCCCCCCCc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(/C=C(\C#N)C(=O)O)s1,ClCCl,493.0
1303,Cc1cc(C=C(C#N)C(=O)O)sc1C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,517.0
1335,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c4ccc(-c5ccc(C(=O)O)cc5)c5nsnc45)sc2-3)cc1,ClC(Cl)Cl,532.0
485,CCCCCCCCc1cc(-c2sc(-c3ccc4c(c3)C(C)(C)c3cc(C=C(C#N)C(=O)O)ccc3-4)cc2CCCCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,423.0
719,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)cc1,ClC(Cl)Cl,514.0
1153,CCO[Si](OCC)(OCC)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,CCO,416.0
763,CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc23)S1,ClCCl,421.0
520,CCCCCCCCn1c2ccccc2c2ccc(C3=C(C)C4=C(CCCCC)c5c(C)c(/C=C(\C#N)C(=O)O)c(C)n5[B-](F)(F)[N+]4=C3C)cc21,ClC(Cl)Cl,530.0
484,CCCCCCCCc1cc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)cc6)s5)s4)c4nsnc34)cc2CCCCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,529.0
1271,CSC1=C(SC)SC(=Cc2ccc(N(c3ccc(/C=C(/C#N)C(=O)O)cc3)c3ccc(/C=C(/C#N)C(=O)O)cc3)cc2)S1,CO,433.0
1437,N#C/C(=C\c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2-c2ccc(/C=C(\C#N)C(=O)O)cc2)cc1)C(=O)O,C1CCOC1,451.0
47,CC(C)(C)c1ccc(N(/C2=c3\cc/c4n3[Zn]n3c(cc(/C=C/C=C/C(=O)O)c3/C=C3\N=C(C=C3/C=C/C=C/C(=O)O)/C=4c3cc(C(C)(C)C)cc(C(C)(C)C)c3)/C(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)=C3/C=CC2=N3)c2ccc(C(C)(C)C)cc2)cc1,CCO,650.0
1282,Cc1c(-c2ccc(CO)cc2)c(/C=C/c2ccc(/C=C(\C#N)C(=O)O)s2)n2ccccc12,ClCCl,573.0
1606,N#CC(=Cc1ccc(C#Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)C(=O)O,C1CCOC1,399.0
993,CCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3)c3ccc(-c4ccc(OCCCC)cc4OCCCC)cc3)cc2)c(OCCCC)c1,ClCCl,500.0
1664,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)C2CCCC2N3c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)SC1=S,C1CCOC1,494.0
53,CC(C)(C)c1ccc(N(c2ccc(-c3nnc(-c4ccc(C=C(C#N)C(=O)O)cc4)o3)cc2)c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,385.0
752,CCCCCCOc1cccc(OCCCCCC)c1/C1=C2\C=CC(=N2)/C(c2ccc(C(=O)O)cc2)=c2/cc/c3n2[Zn]n2c(ccc21)/C=C1/C=CC(=N1)/C=3c1c(OCCCCCC)cccc1OCCCCCC,ClCCl,591.0
867,CCCCCCc1sc(-c2ccc(-c3ccc4c(c3)Sc3cc(/C=C(\C#N)C(=O)O)ccc3N4CCCCCC)s2)c2c1OCCO2,ClCCl,481.0
381,CCCCCCCCCCCCn1c2ccc(/C=C(\C#N)C(=O)O)cc2c2cc(-c3ccc(-c4ccc5c6cc(/C=C(\C#N)C(=O)O)ccc6n(CCCCCCCCCCCC)c5c4)c4nsnc34)ccc21,CN(C)C=O,440.0
988,CCCCO/C1=C2\C=CC(=N2)/C(c2ccccc2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(c1ccccc1)=C1/C=CC(=N1)C=3\C=C\C(=O)O,CCO,619.0
441,CCCCCCCCN1c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2Sc2cc(C=C(C#N)C#N)ccc21,CC#N,471.0
1038,CCCCn1c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CCC)(CCC)c3ccccc3-4)cc21,ClCCl,490.0
996,CCCCOc1ccc(N(c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)cc1,ClC(Cl)Cl,506.0
256,CCCCC(CC)Cn1c2ccc(-c3ccc4c(c3)c3nc5ccccc5nc3n4CC(CC)CCCC)cc2c2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,ClCCl,465.0
1632,N#CC(C#N)=Cc1sc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)c2c1OCCO2,CN(C)C=O,492.0
107,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=C/C(=C(/C#N)C(=O)O)C1,ClC(Cl)Cl,508.0
1197,CN(C)c1ccc(C#C/C2=C3\C=CC(=N3)/C(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2/C=CC(=N2)/C=4C#Cc2ccc(C(=O)O)cc2)cc1,C1CCOC1,672.0
1520,N#C/C(=C\c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3c2OCCO3)cc1)C(=O)O,CN(C)C=O,420.0
884,CCCCCCn1c2cc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\C#N)C(=O)O)cc3)ccc2c2ccc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\C#N)C(=O)O)cc3)cc21,ClCCl,425.0
1343,Cc1ccc(N2c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)cc5)c5nc(-c6ccc(C)s6)c(-c6ccc(C)s6)nc45)cc3C3CCCC32)cc1,ClCCl,475.0
1599,N#CC(=Cc1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,ClCCl,535.0
624,CCCCCCOc1cc(-n2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(-c6cc(OCCCCCC)c(/C=C(/C#N)C(=O)O)cc6OCCCCCC)nn5)cc4)cc3)nn2)c(OCCCCCC)cc1/C=C(/C#N)C(=O)O,C1COCCO1,405.0
1541,N#C/C(=C\c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)o1)C(=O)O,C1CCOC1,469.0
1629,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)cc1,CN(C)C=O,423.0
415,CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3cc(-c4ccc(/C=C(/C#N)C(=O)O)o4)ccc32)c2ccc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc21,ClCCl,589.0
1454,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(-c4cc5ccc6c7ccccc7[nH]c6c5s4)s3)s2)s1)C(=O)O,ClC(Cl)Cl,486.0
940,CCCCN(CCCC)c1ccc(-c2ccc(/C=C/c3ccc(C(=O)[O-])c[n+]3C)s2)s1,CC#N,555.0
14,CC(C)(C)C1CC(/C=C/C=C(\C#N)C(=O)O)=C2SC(c3ccccc3)=CC(c3ccccc3)=C2C1,ClCCl,597.0
1174,CCn1c2ccc(/C=C(/C#N)C(=O)O)cc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C=C(c6ccc(N(C)C)cc6)c6ccc(N(C)C)cc6)cc5)s4)s3)cc21,ClC(Cl)Cl,408.0
667,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(/C=C(\C#N)C(=O)O)cc4)c4nsnc34)cc2)cc1,C1CCOC1,532.0
754,CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(SCCCCCC)=C(SCCCCCC)S2)c2ccc(-c3ccc(-c4ccncc4)s3)cc2)c2ccc(-c3ccc(-c4ccncc4)s3)cc2)S1,C1CCOC1,405.0
1421,N#C/C(=C\c1cc2c3c(c1)CCCN3CCC2)C(=O)O,CCO,430.0
832,CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1cc(CCCCCC)c(-c2cc(CCCCCC)c(-c3cc4cc(-c5ccccc5)c5c6ccccc6n(CC)c5c4s3)s2)s1,ClC(Cl)Cl,464.0
676,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C=C(C#N)C#N)c(=O)[nH]c6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,470.0
903,CCCCCCn1c2ccccc2c2cc(-c3ccc(-n4c(/C=C(/C#N)C(=O)O)ccc4/C=C/c4cc5cc(-c6ccc7c(c6)c6ccccc6n7CCCCCC)ccc5n4CCCC)cc3)ccc21,CCO,470.0
1284,Cc1cc(/C=C(/C#N)C(=O)O)c(-c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)s1,ClC(Cl)Cl,467.0
18,CC(C)(C)c1cc(/C2=C3\C=CC(=N3)/C(C#Cc3ccc(-c4ccccc4)cc3)=c3/cc/c4n3[Zn]n3c(ccc32)/C(C#Cc2ccc(C(=O)O)cc2)=C2/C=CC(=N2)/C=4c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,C1CCOC1,660.0
912,CCCCCCn1c2ccccc2c2cc(-c3nc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)c(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)[nH]3)ccc21,C1CCOC1,388.0
1198,CN(C)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,491.0
1028,CCCCn1c(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,405.0
1183,CCn1c2ccccc2c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc21,CN(C)C=O,390.0
1129,CCN1C(=O)/C(=c2\s/c(=C/c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)s3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,571.0
1626,N#CC(C#N)=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,600.0
800,CCCCCCc1cc(-c2ccc(N3c4ccccc4C4C5CCC(C5)C43)cc2)sc1-c1ccc(/C=C(/C#N)C(=O)O)cc1,ClCCl,455.0
1673,O=C(O)CN1C(=O)/C(=C\c2ccc(N(c3ccc(-c4ccc5c(c4)[nH]c4ccccc45)cc3)c3ccc(-c4ccc5c(c4)[nH]c4ccccc45)cc3)cc2)SC1=S,CCO,477.0
1553,N#C/C(=C\c1ccc2c(c1)Sc1ccccc1N2CCCCCCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21)C(=O)O,CN(C)C=O,402.0
235,CCCCC(CC)CN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(/C#N)C(=O)O)s5)s4)s3)ccc21,ClCCl,500.0
150,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=C6SC(=S)N(CC(=O)O)C6=O)s5)ccc43)cc21,CCO,469.0
253,CCCCC(CC)Cn1c2cc(C=C(C#N)C(=O)O)sc2c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,ClC(Cl)Cl,479.0
1328,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3sc(-c4cc5c(s4)-c4sc(C=C(C#N)C(=O)O)cc4C5=O)c4c3OCCO4)cc2)cc1,CN(C)C=O,627.0
270,CCCCC1(CCCC)c2cc(C(=O)O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CCO,369.0
661,CCCCCCOc1ccc(N(c2ccc(/C=C/c3cc4c(s3)c3sc(C=C(C#N)C(=O)O)cc3n4-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,ClCCl,510.0
1543,N#C/C(=C\c1ccc(N(c2ccc(/C=C(\C#N)C(=O)O)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)C(=O)O,CN(C)C=O,405.0
1325,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3cc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)ccc3-4)cc2)cc1,C1CCOC1,393.0
154,CC1(C)c2ccccc2-c2ccc(N(/C3=c4\cc/c5n4[Zn]n4c(ccc4/C(c4ccccc4)=C4/C=CC3=N4)/C(c3ccc(/C=C(/C#N)C(=O)O)cc3)=C3/C=CC(=N3)/C=5c3ccccc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,C1CCOC1,623.0
805,CCCCCCc1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc2-3)sc1/C=C(/C#N)C(=O)O,ClC(Cl)Cl,450.0
449,CCCCCCCCOc1c(/C=C(/C#N)C(=O)O)sc(/C=N/N(c2ccccc2)c2ccccc2)c1OCCCCCCCC,C1CCOC1,483.0
1390,N#C/C(=C/c1ccc(N(c2ccc(N3CCc4ccccc43)cc2)c2ccc(N3CCc4ccccc43)cc2)cc1)C(=O)O,ClC(Cl)Cl,449.0
535,CCCCCCCCn1nc2c(-c3ccc(C(=O)O)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c2n1,ClCCl,578.0
1491,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N4c5ccccc5C=Cc5ccccc54)cc3)c3nsnc23)s1)C(=O)O,ClCCl,494.0
671,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc(CCCCCC)c(-c4ncc(-c5sc(-c6ccc(/C=C(\C#N)C(=O)O)cc6)cc5CCCCCC)c5nsnc45)s3)cc2)cc1,ClCCl,563.0
1101,CCN(CC)c1ccc(C=C(C#N)c2nc3ccc(C(=O)O)cc3[nH]2)cc1,CN(C)C=O,421.0
580,CCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)Sc4cc(/C=C(/C#N)C(=O)O)ccc4N5CCCCCC)cc3)cc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,C1CCOC1,448.0
1622,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,CO,400.0
1644,O=C(O)CCCCCCn1c2cc(-c3ccncc3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1COCCO1,375.0
787,CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(-c6cc(CCCCCC)c(/C=C(\C#N)C(=O)O)s6)s5)ccc3N4C[C@@H](CC)CCCC)s2)sc1/C=C(/C#N)C(=O)O,C1CCOC1,484.0
305,CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)s3)cc21,C1CCOC1,484.0
1143,CCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2CCc2cc(C=C3SC(=S)N(CC(=O)O)C3=O)ccc21,CN(C)C=O,445.0
1213,CN(CCO[Si](C)(C)C(C)(C)C)c1ccc(/C=C/c2ccc(C=C(C#N)C(=O)O)s2)cc1,C1CCOC1,491.0
647,CCCCCCOc1ccc(-n2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccc(-c6cccs6)cc5)c5ccc(-c6cccs6)cc5)cc4)cc32)c(OCCCCCC)c1,ClCCl,506.0
1372,Cn1cccc1-c1cc2sc(C=C(C#N)C(=O)O)cc2s1,CCO,364.0
163,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4sc(C=C(C#N)C(=O)O)c5ccccc45)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,ClCCl,569.0
517,CCCCCCCCn1c2ccccc2c2cc(N3c4ccccc4Sc4cc(/C=C5\SC(=S)N(CC(=O)O)C5=O)ccc43)ccc21,ClCCl,500.0
1076,CCCCn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9sc(/C=C(\C#N)C(=O)O)c%10c9OCCO%10)ccc7n8CCCC)ccc5n6CCCC)ccc3n4CCCC)ccc21,C1CCOC1,456.0
1287,Cc1cc(C)c(/C2=C3\C=CC(=N3)/C(C#Cc3ccc(C(=O)O)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(N(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)=C2/C=CC(=N2)/C=4c2c(C)cc(C)cc2C)c(C)c1,ClCCl,634.0
1717,O=C(O)c1cccc(/C2=C3\C=CC(=N3)/C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C2/C=CC(=N2)/C=4c2cccc(C(O)O)c2)c1,C1CCOC1,602.0
478,CCCCCCCC[NH+]1c2ccc(C(=O)O)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2cc3sc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4N5CCCCCC)cc3s2)[C@@H]1[O-],C1CCOC1,662.0
39,CC(C)(C)c1ccc(-c2sc(-c3ccc(C(C)(C)C)cc3)c3[nH]c(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)nc23)cc1,C1CCOC1,392.0
