row_idx,smiles,solvent,empeakwavs_max
516,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl,655.0
692,O=C(O)c1ccc(/C=C/c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1,C1CCOC1,489.0
605,N#C/C(=C\c1ccc(/C=C/c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1)C(=O)O,C1CCOC1,519.0
583,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c3nsnc23)s1)C(=O)O,C1CCOC1,666.0
296,CCCCCCc1ccc(-c2ccc3c(c2)Oc2cc(C=C(C#N)C(=O)O)ccc2N3CCCCCC)s1,C1CCOC1,610.0
330,CCCCC[C@H](CC)N1c2ccccc2Oc2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,C1CCOC1,593.0
343,CCCCN1c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,562.0
353,CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(-c6ccc(/C=C(/C#N)C(=O)O)s6)s5)ccc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)c4n3CCCC)ccc21,C1CCOC1,534.0
581,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c3nsnc23)s1)C(=O)O,C1CCOC1,760.0
447,CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,700.0
440,CCN1C(=O)/C(=c2\s/c(=C/c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)s3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,717.0
34,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C/C(=C(/C#N)C(=O)O)C1,ClC(Cl)Cl,642.0
35,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C/C(=C(\C#N)C(=O)O)C1,CC#N,669.0
36,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC(=C(C#N)C#N)C1,ClC(Cl)Cl,630.0
462,CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccccc5c5ccccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,ClCCl,666.0
461,CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,ClCCl,655.0
361,CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)ccc21,ClCCl,598.0
37,CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(-c2ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s2)c(=O)oc31,CCO,626.0
389,CCCCn1c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CCC)(CCC)c3ccccc3-4)cc21,ClCCl,577.0
378,CCCC[C@H](CC)CN1c2ccccc2Sc2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,C1CCOC1,656.0
352,CCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,ClCCl,634.0
297,CCCCCCc1ccc(-c2ccc3c(c2)Sc2cc(C=C(C#N)C(=O)O)ccc2N3CCCCCC)s1,C1CCOC1,645.0
615,N#C/C(=C\c1ccc2c(c1)Sc1ccccc1N2CCCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21)C(=O)O,C1CCOC1,583.0
186,CCCCCCN1c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2Sc2cc(N(c3ccccc3)c3ccccc3)ccc21,C1CCOC1,608.0
97,CCCCC(CC)Cn1c2ccccc2c2cc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)c4nsnc34)ccc21,C1CCOC1,628.0
608,N#C/C(=C\c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)o1)C(=O)O,C1CCOC1,533.0
681,O=C(O)CN1C(=O)/C(=C\c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)SC1=S,ClCCl,691.0
678,O=C(O)CN1C(=O)/C(=C\c2cc(Br)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Br)SC1=S,ClCCl,682.0
679,O=C(O)CN1C(=O)/C(=C\c2cc(Cl)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Cl)SC1=S,ClCCl,706.0
454,CCN1c2ccccc2Sc2cc(/C=C/c3sc(/C=C(\C#N)C(=O)O)c4c3OCCO4)ccc21,CN(C)C=O,595.0
176,CCCCCCCCn1c(=C(C#N)C#N)s/c(=c2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)sc(=O)n2CC(=O)O)c1=O,ClC(Cl)Cl,662.0
292,CCCCCCc1cc(C=C(C#N)C(=O)O)sc1C=Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1,ClC(Cl)Cl,708.0
515,Cc1cc(C=C(C#N)C(=O)O)sc1C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,684.0
267,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc3c(c2)N(CCCC)c2cc(/C=C(\C#N)C(=O)O)ccc2S3)S1,C1CCOC1,642.0
375,CCCCSC1=C(SCCCC)SC(=Cc2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)S1,C1CCOC1,584.0
381,CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc3c(c2)Cc2cc(-c4ccc(C=C(C#N)C(=O)O)cc4)ccc2-3)cc1,ClCCl,645.0
115,CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N(c3ccc(CCCC)cc3)c3ccc(CCCC)cc3)cc21,ClCCl,623.0
315,CCCCCCn1c2ccccc2c2cc(-c3ccc(C=C4C(=O)NC(=O)NC4=O)cc3)ccc21,ClC(Cl)Cl,578.0
90,CCCCC(CC)COc1ccc(-c2c3cccc4c(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6cccc7c(-c8ccc(/C=C(\C#N)C(=O)O)s8)cc2c(c76)c5c43)cc1,C1CCOC1,608.0
31,CC1(C)C(c2ccc(/C=C(\C#N)C(=O)O)s2)=Nc2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,621.0
370,CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4n(CCCC)c3c2)cc1,ClCCl,565.0
395,CCCCn1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,572.0
236,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,673.0
333,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCC(=O)Oc4ccc5c(=C(C#N)C#N)c6cc(O)ccc6c(=C(C#N)C#N)c5c4)cc3)C2[O-])cc1,ClC(Cl)Cl,655.0
156,CCCCCCCCN1C(=O)/C(=c2\s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,641.0
260,CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(SCCCCCC)=C(SCCCCCC)S2)c2ccc(-c3ccc(-c4ccncc4)cc3)s2)c2ccc(-c3ccc(-c4ccncc4)cc3)s2)S1,C1CCOC1,506.0
137,CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3/SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(N3c4ccccc4Sc4ccccc43)ccc21,ClCCl,636.0
122,CCCCCCCCCCC1(CCCCCCCC)/C(=C/C2=C([O-])/C(=C\C3=[N+](C)c4ccccc4C3(C)C)C2=O)N(CCCCCC)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc21,ClC(Cl)Cl,676.0
124,CCCCCCCCCCC1(CCCCCCCC)C(/C=C2/C(=O)C(/C=C3\N(C)c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)cc4C3(C)C)=C2[O-])=[N+](CCCCCC)c2ccccc21,ClC(Cl)Cl,675.0
143,CCCCCCCCCCCC[N+]1=C(/C=C2/C(=O)C(/C=C3\N(C)c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)cc4C3(C)C)=C2[O-])C(CCCCCCCC)(CCCCCCCCCC)c2ccccc21,ClC(Cl)Cl,675.0
416,CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CC(=O)[O-])c(O)c1,CO,584.0
417,CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CC(=O)[O-])cc1,CO,596.0
418,CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCC(=O)[O-])c(O)c1,CO,586.0
419,CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCC(=O)[O-])cc1,CO,600.0
420,CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])c(O)c1,CO,588.0
565,N#C/C(=C\c1ccc(-c2c3ccccc3c(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)cc1)C(=O)O,ClCCl,540.0
493,COc1ccc(N(c2ccc(C#Cc3c4ccccc4c(-c4ccc(/C=C(\C#N)C(=O)O)cc4)c4ccccc34)cc2)c2ccc(OC)cc2)cc1,ClCCl,632.0
2,C=CC(=CC)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)o4)c4nn(CCCCCC)nc34)o2)cc1,C1CCOC1,565.0
672,O=C(O)CN1C(=O)/C(=C/c2ccc(N(c3ccccc3)c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)cc2)SC1=S,ClC(Cl)Cl,577.0
385,CCCCn1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc2c(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)c21,C1CCOC1,572.0
570,N#C/C(=C\c1ccc(-c2cc3c4c(c2)CCCN4CCC3)s1)C(=O)O,CCO,618.0
551,N#C/C(=C/c1ccc2c(c1)C1CCCC1N2c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)C(=O)O,ClC(Cl)Cl,591.0
613,N#C/C(=C\c1ccc2c(c1)C1CCCC1N2c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)C(=O)O,ClC(Cl)Cl,587.0
16,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc(/C=C(/C#N)C(=O)O)s2)cc1,ClC(Cl)Cl,585.0
79,CCC1(CC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc21,C1CCOC1,538.0
587,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,650.0
208,CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C(\C#N)C(=O)O)s2)c2nsnc2c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,619.0
241,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nsnc34)cc2)cc1,C1CCOC1,729.0
332,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCC(=O)OCc4ccc5c(=C(C#N)C#N)c6ccccc6c(=C(C#N)C#N)c5c4)cc3)C2[O-])cc1,ClC(Cl)Cl,656.0
342,CCCCN1c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)cc3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,539.0
164,CCCCCCCCOc1c2cccc3c(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc4c(OCCCCCCCC)c5cccc6c(-c7ccc(/C=C(\C#N)C(=O)O)s7)cc1c(c65)c4c32,C1CCOC1,637.0
334,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCc4cc(=C(C#N)C#N)ccc4=C(C#N)C#N)cc3)C2[O-])cc1,ClC(Cl)Cl,656.0
405,CCCCn1c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2c2nc3ccccc3nc21,C1CCOC1,506.0
280,CCCCCCc1cc(-c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1/C=C1\C(=O)c2ccc(C(=O)O)cc2C1=O,ClC(Cl)Cl,732.0
62,CC1(C)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(/C=C6\C(=O)c7ccc(C(=O)O)cc7C6=O)s5)cc4C4CCCC43)cc21,ClC(Cl)Cl,741.0
117,CCCCCCCCC(CCCCCC)Cn1c2cc(C=C(C#N)C(=O)O)c3cccc4c5cccc6c(N(c7ccc(OCCCCCC)cc7)c7ccc(OCCCCCC)cc7)cc1c(c65)c2c34,C1CCOC1,666.0
126,CCCCCCCCCCCCN(c1ccc(-c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)s2)cc1)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,ClCCl,635.0
354,CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(/C=C(\C#N)C(=O)O)cc5)ccc(-c5ccc(/C=C(\C#N)C(=O)O)cc5)c4n3CCCC)ccc21,C1CCOC1,491.0
47,CC1(C)c2cc(C=C(C#N)C(=O)O)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,C1CCOC1,512.0
224,CCCCCCOc1ccc(-n2c3cc(/C=C(\C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c(OCCCCCC)c1,ClCCl,598.0
226,CCCCCCOc1ccc(-n2c3cc(C=C(C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)cc1,ClC(Cl)Cl,629.0
157,CCCCCCCCN1C(=O)/C(=c2\s/c(=c3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)sc(=O)n3CC(=O)O)c(=O)n2-c2ccccc2)SC1=S,ClC(Cl)Cl,659.0
309,CCCCCCn1c2ccc(C=C(C#N)c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)cc4)cc3)cc2c2cc(/C=C(\C#N)c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)cc4)cc3)ccc21,CN(C)C=O,487.0
165,CCCCCCCCOc1c2cccc3c(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc4c(OCCCCCCCC)c5cccc6c(-c7ccc(N(c8ccc(C)cc8)c8ccc(C)cc8)cc7)cc1c(c65)c4c32,C1CCOC1,539.0
328,CCCCC[C@H](CC)N1c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2Oc2cc(N(c3ccccc3)c3ccccc3)ccc21,C1CCOC1,610.0
321,CCCCCCn1cc(/C=C(/C#N)c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)s2)c2cc(OC)ccc21,ClC(Cl)Cl,656.0
322,CCCCCCn1cc(/C=C(/C#N)c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)s2)c2ccccc21,ClC(Cl)Cl,549.0
555,N#C/C(=C\c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2sc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,ClCCl,619.0
15,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)cc1,ClC(Cl)Cl,589.0
155,CCCCCCCCN1C(=O)/C(=c2\s/c(=C\c3ccc(N(c4ccccc4)c4ccc(/C=c5/s/c(=C6/SC(=S)N(CCCCCCCC)C6=O)n(CC(=O)O)c5=O)cc4)cc3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,612.0
422,CCN(CC)c1ccc(C=C(C#N)c2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)s2)cc1,CN(C)C=O,540.0
506,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1ccc2nc(/C=C(\C#N)C(=O)O)ccc2c1,ClC(Cl)Cl,550.0
320,CCCCCCn1c2ccccc2c2cc(/C=C(/C#N)c3ccc(C=C4C(=O)NC(=O)NC4=O)s3)ccc21,ClC(Cl)Cl,624.0
543,N#C/C(=C/c1ccc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)s1)C(=O)O,C1CCOC1,418.0
371,CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3nc(/C=C(\C#N)C(=O)O)ccc3c2)cc1,ClC(Cl)Cl,554.0
675,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)CC(O)CN3c2ccccc2)SC1=S,C1CCOC1,543.0
411,CCCOC1Cc2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)ccc2N(c2ccccc2)C1,C1CCOC1,540.0
466,CCn1c(-c2cc(-c3nc(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)c(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)ccc2-3)nc(-c2ccc3c(c2)C(CC)(CC)c2ccccc2-3)c1-c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,C1CCOC1,562.0
512,Cc1cc(/C=C(/C#N)C(=O)O)c(-c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)s1,ClC(Cl)Cl,617.0
127,CCCCCCCCCCCCN(c1ccc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)cc1)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,ClCCl,630.0
535,Cn1c2ccccc2c2c3c(ccc21)ccc1c3c2cc(/C=C(\C#N)C(=O)O)ccc2n1C,ClC(Cl)Cl,561.0
180,CCCCCCCCn1c2ccccc2c2c3c(ccc21)ccc1c3c2cc(/C=C(\C#N)C(=O)O)ccc2n1CCCCCCCC,ClC(Cl)Cl,556.0
198,CCCCCCN1c2ccccc2Sc2cc(-c3ccc4c(c3)Sc3cc(-c5ccc6c(c5)Sc5cc(/C=C(\C#N)C(=O)O)ccc5N6CCCCCC)ccc3N4CCCCCC)ccc21,ClCCl,675.0
220,CCCCCCOc1ccc(-c2ccc3c(c2)Sc2cc(/C=C(\C#N)C(=O)O)ccc2N3c2ccc(OCCCCCC)cc2)cc1,C1CCOC1,613.0
221,CCCCCCOc1ccc(-c2ccc3c(c2)Sc2cc(/C=C(\C#N)C(=O)O)ccc2N3c2ccc(OCCOCCOCCOC)cc2)cc1,C1CCOC1,614.0
254,CCCCCCOc1ccc(N2c3ccc(/C=C(\C#N)C(=O)O)cc3Sc3cc(-c4ccc(CCOCOCOCCOC)cc4)ccc32)cc1,C1CCOC1,616.0
484,COCCOCCOCCOc1ccc(-c2ccc3c(c2)Sc2cc(/C=C(\C#N)C(=O)O)ccc2N3c2ccc(OOCCOCCOC)cc2)c(OCCOCCOCCOC)c1,C1CCOC1,615.0
485,COCCOCCOOc1ccc(N2c3ccc(/C=C(\C#N)C(=O)O)cc3Sc3cc(-c4ccc(CCOCOCOCCOC)cc4)ccc32)cc1,C1CCOC1,614.0
349,CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)ccc21,C1CCOC1,572.0
276,CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4C[C@@H](CC)CCCC)s2)sc1/C=C(\C#N)C(=O)O,ClC(Cl)Cl,641.0
